x	y	clickSelects	group	xmin	xmax	ymin	ymax
2680	474	2700,450	1049	2655	2705	449	499
2730	524	2750,500	1075	2705	2755	499	549
2780	574	2800,550	1099	2755	2805	549	599
2830	624	2850,600	1122	2805	2855	599	649
2880	674	2900,650	1144	2855	2905	649	699
2930	724	2950,700	1165	2905	2955	699	749
2980	774	3000,750	1191	2955	3005	749	799
3030	824	3050,800	1211	3005	3055	799	849
2280	24	2300,0	796	2255	2305	-1	49
2380	124	2400,100	862	2355	2405	99	149
2480	224	2500,200	938	2455	2505	199	249
2580	324	2600,300	995	2555	2605	299	349
2680	424	2700,400	1048	2655	2705	399	449
2780	524	2800,500	1098	2755	2805	499	549
2880	624	2900,600	1143	2855	2905	599	649
2980	724	3000,700	1190	2955	3005	699	749
2330	74	2350,50	850	2305	2355	49	99
2430	174	2450,150	904	2405	2455	149	199
2530	274	2550,250	967	2505	2555	249	299
2630	374	2650,350	1022	2605	2655	349	399
2730	474	2750,450	1073	2705	2755	449	499
2830	574	2850,550	1121	2805	2855	549	599
2930	674	2950,650	1164	2905	2955	649	699
3030	774	3050,750	1210	3005	3055	749	799
3080	824	3100,800	1229	3055	3105	799	849
2330	24	2350,0	829	2305	2355	-1	49
2380	74	2400,50	881	2355	2405	49	99
2430	124	2450,100	893	2405	2455	99	149
2480	174	2500,150	937	2455	2505	149	199
2530	224	2550,200	966	2505	2555	199	249
2580	274	2600,250	994	2555	2605	249	299
2630	324	2650,300	1021	2605	2655	299	349
2680	374	2700,350	1047	2655	2705	349	399
2730	424	2750,400	1072	2705	2755	399	449
2780	474	2800,450	1096	2755	2805	449	499
2830	524	2850,500	1120	2805	2855	499	549
2880	574	2900,550	1142	2855	2905	549	599
2930	624	2950,600	1163	2905	2955	599	649
2980	674	3000,650	1189	2955	3005	649	699
3030	724	3050,700	1209	3005	3055	699	749
3080	774	3100,750	1228	3055	3105	749	799
2380	24	2400,0	861	2355	2405	-1	49
2480	124	2500,100	927	2455	2505	99	149
2580	224	2600,200	993	2555	2605	199	249
2680	324	2700,300	1046	2655	2705	299	349
2780	424	2800,400	1095	2755	2805	399	449
2880	524	2900,500	1141	2855	2905	499	549
2980	624	3000,600	1188	2955	3005	599	649
3080	724	3100,700	1227	3055	3105	699	749
2430	74	2450,50	911	2405	2455	49	99
2530	174	2550,150	965	2505	2555	149	199
2630	274	2650,250	1020	2605	2655	249	299
2730	374	2750,350	1071	2705	2755	349	399
2830	474	2850,450	1118	2805	2855	449	499
2930	574	2950,550	1162	2905	2955	549	599
3030	674	3050,650	1208	3005	3055	649	699
3130	774	3150,750	1245	3105	3155	749	799
2430	24	2450,0	892	2405	2455	-1	49
2480	74	2500,50	944	2455	2505	49	99
2530	124	2550,100	956	2505	2555	99	149
2580	174	2600,150	992	2555	2605	149	199
2630	224	2650,200	1019	2605	2655	199	249
2680	274	2700,250	1045	2655	2705	249	299
2730	324	2750,300	1070	2705	2755	299	349
2780	374	2800,350	1094	2755	2805	349	399
2830	424	2850,400	1117	2805	2855	399	449
2880	474	2900,450	1139	2855	2905	449	499
2930	524	2950,500	1161	2905	2955	499	549
2980	574	3000,550	1187	2955	3005	549	599
3030	624	3050,600	1207	3005	3055	599	649
3080	674	3100,650	1226	3055	3105	649	699
3130	724	3150,700	1244	3105	3155	699	749
2480	24	2500,0	926	2455	2505	-1	49
2580	124	2600,100	984	2555	2605	99	149
2680	224	2700,200	1044	2655	2705	199	249
2780	324	2800,300	1093	2755	2805	299	349
2880	424	2900,400	1138	2855	2905	399	449
2980	524	3000,500	1186	2955	3005	499	549
3080	624	3100,600	1225	3055	3105	599	649
2530	74	2550,50	972	2505	2555	49	99
2630	174	2650,150	1018	2605	2655	149	199
2730	274	2750,250	1069	2705	2755	249	299
2830	374	2850,350	1116	2805	2855	349	399
2930	474	2950,450	1159	2905	2955	449	499
3030	574	3050,550	1206	3005	3055	549	599
3130	674	3150,650	1243	3105	3155	649	699
3180	724	3200,700	1260	3155	3205	699	749
2530	24	2550,0	955	2505	2555	-1	49
2580	74	2600,50	999	2555	2605	49	99
2630	124	2650,100	1011	2605	2655	99	149
2680	174	2700,150	1043	2655	2705	149	199
2730	224	2750,200	1068	2705	2755	199	249
2780	274	2800,250	1092	2755	2805	249	299
2830	324	2850,300	1115	2805	2855	299	349
2880	374	2900,350	1137	2855	2905	349	399
2930	424	2950,400	1158	2905	2955	399	449
2980	474	3000,450	1184	2955	3005	449	499
3030	524	3050,500	1205	3005	3055	499	549
3080	574	3100,550	1224	3055	3105	549	599
3130	624	3150,600	1242	3105	3155	599	649
3180	674	3200,650	1259	3155	3205	649	699
2580	24	2600,0	983	2555	2605	-1	49
2680	124	2700,100	1037	2655	2705	99	149
2780	224	2800,200	1091	2755	2805	199	249
2880	324	2900,300	1136	2855	2905	299	349
2980	424	3000,400	1183	2955	3005	399	449
3080	524	3100,500	1223	3055	3105	499	549
3180	624	3200,600	1258	3155	3205	599	649
2630	74	2650,50	1025	2605	2655	49	99
2730	174	2750,150	1067	2705	2755	149	199
2830	274	2850,250	1114	2805	2855	249	299
2930	374	2950,350	1157	2905	2955	349	399
3030	474	3050,450	1203	3005	3055	449	499
3130	574	3150,550	1241	3105	3155	549	599
3230	674	3250,650	1274	3205	3255	649	699
2630	24	2650,0	1010	2605	2655	-1	49
2680	74	2700,50	1050	2655	2705	49	99
2730	124	2750,100	1062	2705	2755	99	149
2780	174	2800,150	1090	2755	2805	149	199
2830	224	2850,200	1113	2805	2855	199	249
2880	274	2900,250	1135	2855	2905	249	299
2930	324	2950,300	1156	2905	2955	299	349
2980	374	3000,350	1182	2955	3005	349	399
3030	424	3050,400	1202	3005	3055	399	449
3080	474	3100,450	1221	3055	3105	449	499
3130	524	3150,500	1240	3105	3155	499	549
3180	574	3200,550	1257	3155	3205	549	599
3230	624	3250,600	1273	3205	3255	599	649
2680	24	2700,0	1036	2655	2705	-1	49
2780	124	2800,100	1086	2755	2805	99	149
2880	224	2900,200	1134	2855	2905	199	249
2980	324	3000,300	1181	2955	3005	299	349
3080	424	3100,400	1220	3055	3105	399	449
3180	524	3200,500	1256	3155	3205	499	549
2730	74	2750,50	1074	2705	2755	49	99
2830	174	2850,150	1112	2805	2855	149	199
2930	274	2950,250	1155	2905	2955	249	299
3030	374	3050,350	1201	3005	3055	349	399
3130	474	3150,450	1238	3105	3155	449	499
3230	574	3250,550	1272	3205	3255	549	599
3280	624	3300,600	1287	3255	3305	599	649
2730	24	2750,0	1061	2705	2755	-1	49
2780	74	2800,50	1097	2755	2805	49	99
2830	124	2850,100	1109	2805	2855	99	149
2880	174	2900,150	1133	2855	2905	149	199
2930	224	2950,200	1154	2905	2955	199	249
2980	274	3000,250	1180	2955	3005	249	299
3030	324	3050,300	1200	3005	3055	299	349
3080	374	3100,350	1219	3055	3105	349	399
3130	424	3150,400	1237	3105	3155	399	449
3180	474	3200,450	1254	3155	3205	449	499
3230	524	3250,500	1271	3205	3255	499	549
3280	574	3300,550	1286	3255	3305	549	599
2780	24	2800,0	1085	2755	2805	-1	49
2880	124	2900,100	1131	2855	2905	99	149
2980	224	3000,200	1179	2955	3005	199	249
3080	324	3100,300	1218	3055	3105	299	349
3180	424	3200,400	1253	3155	3205	399	449
3280	524	3300,500	1285	3255	3305	499	549
2830	74	2850,50	1119	2805	2855	49	99
2930	174	2950,150	1153	2905	2955	149	199
3030	274	3050,250	1199	3005	3055	249	299
3130	374	3150,350	1236	3105	3155	349	399
3230	474	3250,450	1269	3205	3255	449	499
3330	574	3350,550	1299	3305	3355	549	599
2830	24	2850,0	1108	2805	2855	-1	49
2880	74	2900,50	1140	2855	2905	49	99
2930	124	2950,100	1152	2905	2955	99	149
2980	174	3000,150	1178	2955	3005	149	199
3030	224	3050,200	1198	3005	3055	199	249
3080	274	3100,250	1217	3055	3105	249	299
3130	324	3150,300	1235	3105	3155	299	349
3180	374	3200,350	1252	3155	3205	349	399
3230	424	3250,400	1268	3205	3255	399	449
3280	474	3300,450	1283	3255	3305	449	499
3330	524	3350,500	1298	3305	3355	499	549
2880	24	2900,0	1130	2855	2905	-1	49
2980	124	3000,100	1177	2955	3005	99	149
3080	224	3100,200	1216	3055	3105	199	249
3180	324	3200,300	1251	3155	3205	299	349
3280	424	3300,400	1282	3255	3305	399	449
2930	74	2950,50	1160	2905	2955	49	99
3030	174	3050,150	1197	3005	3055	149	199
3130	274	3150,250	1234	3105	3155	249	299
3230	374	3250,350	1267	3205	3255	349	399
3330	474	3350,450	1296	3305	3355	449	499
3380	524	3400,500	1310	3355	3405	499	549
2930	24	2950,0	1151	2905	2955	-1	49
2980	74	3000,50	1185	2955	3005	49	99
3030	124	3050,100	1196	3005	3055	99	149
3080	174	3100,150	1215	3055	3105	149	199
3130	224	3150,200	1233	3105	3155	199	249
3180	274	3200,250	1250	3155	3205	249	299
3230	324	3250,300	1266	3205	3255	299	349
3280	374	3300,350	1281	3255	3305	349	399
3330	424	3350,400	1295	3305	3355	399	449
3380	474	3400,450	1308	3355	3405	449	499
2980	24	3000,0	1176	2955	3005	-1	49
3080	124	3100,100	1214	3055	3105	99	149
3180	224	3200,200	1249	3155	3205	199	249
3280	324	3300,300	1280	3255	3305	299	349
3380	424	3400,400	1307	3355	3405	399	449
3030	74	3050,50	1204	3005	3055	49	99
3130	174	3150,150	1232	3105	3155	149	199
3230	274	3250,250	1265	3205	3255	249	299
3330	374	3350,350	1294	3305	3355	349	399
3430	474	3450,450	1319	3405	3455	449	499
3030	24	3050,0	1195	3005	3055	-1	49
3080	74	3100,50	1222	3055	3105	49	99
3130	124	3150,100	1231	3105	3155	99	149
3180	174	3200,150	1248	3155	3205	149	199
3230	224	3250,200	1264	3205	3255	199	249
3280	274	3300,250	1279	3255	3305	249	299
3330	324	3350,300	1293	3305	3355	299	349
3380	374	3400,350	1306	3355	3405	349	399
3430	424	3450,400	1318	3405	3455	399	449
3080	24	3100,0	1213	3055	3105	-1	49
3180	124	3200,100	1247	3155	3205	99	149
3280	224	3300,200	1278	3255	3305	199	249
3380	324	3400,300	1305	3355	3405	299	349
3130	74	3150,50	1239	3105	3155	49	99
3230	174	3250,150	1263	3205	3255	149	199
3330	274	3350,250	1292	3305	3355	249	299
3430	374	3450,350	1317	3405	3455	349	399
3480	424	3500,400	1334	3455	3505	399	449
3130	24	3150,0	1230	3105	3155	-1	49
3180	74	3200,50	1255	3155	3205	49	99
3230	124	3250,100	1262	3205	3255	99	149
3280	174	3300,150	1277	3255	3305	149	199
3330	224	3350,200	1291	3305	3355	199	249
3380	274	3400,250	1304	3355	3405	249	299
3430	324	3450,300	1316	3405	3455	299	349
3480	374	3500,350	1333	3455	3505	349	399
3180	24	3200,0	1246	3155	3205	-1	49
3280	124	3300,100	1276	3255	3305	99	149
3380	224	3400,200	1303	3355	3405	199	249
3480	324	3500,300	1332	3455	3505	299	349
3230	74	3250,50	1270	3205	3255	49	99
3330	174	3350,150	1290	3305	3355	149	199
3430	274	3450,250	1315	3405	3455	249	299
3530	374	3550,350	1342	3505	3555	349	399
3230	24	3250,0	1261	3205	3255	-1	49
3280	74	3300,50	1284	3255	3305	49	99
3330	124	3350,100	1289	3305	3355	99	149
3380	174	3400,150	1302	3355	3405	149	199
3430	224	3450,200	1314	3405	3455	199	249
3480	274	3500,250	1331	3455	3505	249	299
3530	324	3550,300	1341	3505	3555	299	349
3280	24	3300,0	1275	3255	3305	-1	49
3380	124	3400,100	1301	3355	3405	99	149
3480	224	3500,200	1330	3455	3505	199	249
3330	74	3350,50	1297	3305	3355	49	99
3430	174	3450,150	1313	3405	3455	149	199
3530	274	3550,250	1340	3505	3555	249	299
3580	324	3600,300	1349	3555	3605	299	349
3330	24	3350,0	1288	3305	3355	-1	49
3380	74	3400,50	1309	3355	3405	49	99
3430	124	3450,100	1312	3405	3455	99	149
3480	174	3500,150	1329	3455	3505	149	199
3530	224	3550,200	1339	3505	3555	199	249
3580	274	3600,250	1348	3555	3605	249	299
3380	24	3400,0	1300	3355	3405	-1	49
3480	124	3500,100	1328	3455	3505	99	149
3580	224	3600,200	1347	3555	3605	199	249
3430	74	3450,50	1320	3405	3455	49	99
3530	174	3550,150	1338	3505	3555	149	199
3630	274	3650,250	1355	3605	3655	249	299
3430	24	3450,0	1311	3405	3455	-1	49
3480	74	3500,50	1335	3455	3505	49	99
3530	124	3550,100	1337	3505	3555	99	149
3580	174	3600,150	1346	3555	3605	149	199
3630	224	3650,200	1354	3605	3655	199	249
3480	24	3500,0	1327	3455	3505	-1	49
3580	124	3600,100	1345	3555	3605	99	149
3530	74	3550,50	1343	3505	3555	49	99
3630	174	3650,150	1353	3605	3655	149	199
3680	224	3700,200	1360	3655	3705	199	249
3530	24	3550,0	1336	3505	3555	-1	49
3580	74	3600,50	1350	3555	3605	49	99
3630	124	3650,100	1352	3605	3655	99	149
3680	174	3700,150	1359	3655	3705	149	199
3580	24	3600,0	1344	3555	3605	-1	49
3680	124	3700,100	1358	3655	3705	99	149
3630	74	3650,50	1356	3605	3655	49	99
3730	174	3750,150	1364	3705	3755	149	199
3630	24	3650,0	1351	3605	3655	-1	49
3680	74	3700,50	1361	3655	3705	49	99
3730	124	3750,100	1363	3705	3755	99	149
3680	24	3700,0	1357	3655	3705	-1	49
3730	74	3750,50	1365	3705	3755	49	99
3780	124	3800,100	1367	3755	3805	99	149
3730	24	3750,0	1362	3705	3755	-1	49
3780	74	3800,50	1368	3755	3805	49	99
3780	24	3800,0	1366	3755	3805	-1	49
3830	74	3850,50	1370	3805	3855	49	99
3830	24	3850,0	1369	3805	3855	-1	49
3880	24	3900,0	1371	3855	3905	-1	49
