x	y	group	showSelected1
171.25	4.25	22	3197
162.75	12.75	22	3197
161.75	12.75	22	3197
158.75	15.75	22	3197
157.25	15.75	22	3197
157.25	14.75	22	3197
156.75	14.25	22	3197
156.75	13.75	22	3197
157.25	13.25	22	3197
157.25	12.75	22	3197
156.25	11.75	22	3197
155.75	11.75	22	3197
149.25	18.25	22	3197
148.75	18.25	22	3197
148.75	15.75	22	3197
149.75	15.75	22	3197
149.75	14.75	22	3197
150.75	14.75	22	3197
153.25	12.25	22	3197
153.25	10.75	22	3197
152.75	10.75	22	3197
151.75	11.75	22	3197
151.25	11.75	22	3197
151.25	10.25	22	3197
151.75	9.75	22	3197
151.75	8.75	22	3197
152.25	8.25	22	3197
152.25	7.75	22	3197
151.75	7.75	22	3197
148.75	10.75	22	3197
148.25	10.75	22	3197
147.75	10.25	22	3197
147.75	9.25	22	3197
146.75	8.25	22	3197
146.75	7.25	22	3197
145.25	7.25	22	3197
144.75	7.75	22	3197
143.75	7.75	22	3197
143.25	8.25	22	3197
143.25	9.25	22	3197
142.25	10.25	22	3197
142.25	11.25	22	3197
140.75	12.75	22	3197
138.25	12.75	22	3197
136.25	10.75	22	3197
134.75	10.75	22	3197
134.25	11.25	22	3197
133.75	11.25	22	3197
133.75	10.75	22	3197
134.75	9.75	22	3197
134.75	9.25	22	3197
134.25	9.25	22	3197
133.75	9.75	22	3197
133.25	9.75	22	3197
132.75	9.25	22	3197
132.25	9.25	22	3197
131.25	10.25	22	3197
131.25	11.25	22	3197
130.75	11.25	22	3197
129.25	9.75	22	3197
128.75	9.75	22	3197
126.25	12.25	22	3197
126.25	13.25	22	3197
125.25	13.25	22	3197
124.75	13.75	22	3197
123.25	13.75	22	3197
120.25	10.75	22	3197
119.75	10.75	22	3197
119.75	11.75	22	3197
118.75	11.75	22	3197
114.25	16.25	22	3197
103.75	-0.25	4	1827
103.75	0.25	4	1827
104.25	0.75	4	1827
106.25	0.75	4	1827
106.75	1.25	4	1827
107.25	1.25	4	1827
107.75	0.75	4	1827
108.25	0.75	4	1827
108.75	1.25	4	1827
109.25	1.25	4	1827
109.75	0.75	4	1827
153.25	0.75	4	1827
153.75	1.25	4	1827
154.25	1.25	4	1827
154.75	0.75	4	1827
155.25	0.75	4	1827
155.75	1.25	4	1827
156.25	1.25	4	1827
156.75	0.75	4	1827
158.75	0.75	4	1827
159.25	0.25	4	1827
159.25	-0.25	4	1827
103.75	-0.25	4	1827
117.25	10.25	5	1923
117.25	10.75	5	1923
118.25	11.75	5	1923
119.75	11.75	5	1923
119.75	10.75	5	1923
120.25	10.75	5	1923
123.25	13.75	5	1923
124.75	13.75	5	1923
125.25	13.25	5	1923
126.25	13.25	5	1923
126.25	12.25	5	1923
128.75	9.75	5	1923
129.25	9.75	5	1923
130.75	11.25	5	1923
131.25	11.25	5	1923
131.25	10.25	5	1923
132.25	9.25	5	1923
132.75	9.25	5	1923
133.25	9.75	5	1923
133.75	9.75	5	1923
134.25	9.25	5	1923
134.25	8.75	5	1923
128.25	2.75	5	1923
127.75	2.75	5	1923
125.25	5.25	5	1923
124.75	5.25	5	1923
123.25	3.75	5	1923
122.75	3.75	5	1923
117.75	8.75	5	1923
117.75	9.25	5	1923
118.75	10.25	5	1923
118.75	10.75	5	1923
118.25	10.75	5	1923
117.75	10.25	5	1923
117.25	10.25	5	1923
151.25	42.25	51	6392
151.25	42.75	51	6392
154.25	45.75	51	6392
154.75	45.75	51	6392
156.75	43.75	51	6392
156.75	43.25	51	6392
156.25	42.75	51	6392
155.75	42.75	51	6392
155.25	43.25	51	6392
154.75	43.25	51	6392
154.75	42.75	51	6392
155.25	42.25	51	6392
155.25	40.75	51	6392
153.75	40.75	51	6392
153.75	41.75	51	6392
153.25	42.25	51	6392
151.25	42.25	51	6392
157.25	42.25	52	6392
157.25	42.75	52	6392
157.75	42.75	52	6392
161.25	39.25	52	6392
161.25	38.75	52	6392
160.25	37.75	52	6392
160.25	37.25	52	6392
161.25	36.25	52	6392
161.25	35.75	52	6392
160.75	35.75	52	6392
158.75	37.75	52	6392
158.75	38.25	52	6392
159.75	38.25	52	6392
159.75	39.75	52	6392
159.25	39.75	52	6392
158.25	38.75	52	6392
157.75	38.75	52	6392
157.25	39.25	52	6392
157.25	39.75	52	6392
158.25	39.75	52	6392
158.25	41.25	52	6392
157.25	41.25	52	6392
157.25	42.25	52	6392
152.75	35.75	53	6704
152.75	36.25	53	6704
153.75	36.25	53	6704
154.75	37.25	53	6704
155.25	37.25	53	6704
155.75	36.75	53	6704
156.25	36.75	53	6704
159.25	39.75	53	6704
159.75	39.75	53	6704
159.75	38.25	53	6704
158.75	38.25	53	6704
158.75	37.75	53	6704
160.75	35.75	53	6704
160.75	35.25	53	6704
158.25	32.75	53	6704
158.25	32.25	53	6704
158.75	31.75	53	6704
158.75	31.25	53	6704
158.25	31.25	53	6704
157.75	31.75	53	6704
157.25	31.75	53	6704
156.75	31.25	53	6704
156.25	31.25	53	6704
156.25	32.25	53	6704
155.25	33.25	53	6704
154.25	33.25	53	6704
153.75	33.75	53	6704
153.75	34.75	53	6704
152.75	35.75	53	6704
120.75	0.75	8	2108
120.75	1.25	8	2108
122.75	3.25	8	2108
123.25	3.25	8	2108
124.75	1.75	8	2108
125.25	1.75	8	2108
125.75	2.25	8	2108
127.75	2.25	8	2108
128.25	2.75	8	2108
128.75	2.75	8	2108
129.75	1.75	8	2108
130.25	1.75	8	2108
133.25	4.75	8	2108
133.25	5.25	8	2108
132.75	5.75	8	2108
132.75	6.25	8	2108
133.75	6.25	8	2108
134.25	6.75	8	2108
134.75	6.75	8	2108
135.25	6.25	8	2108
136.25	6.25	8	2108
136.25	5.75	8	2108
135.25	4.75	8	2108
135.25	4.25	8	2108
137.75	1.75	8	2108
138.25	1.75	8	2108
138.75	2.25	8	2108
139.25	2.25	8	2108
139.75	1.75	8	2108
140.25	1.75	8	2108
141.75	3.25	8	2108
142.25	3.25	8	2108
142.75	2.75	8	2108
143.75	2.75	8	2108
145.25	1.25	8	2108
145.25	0.75	8	2108
120.75	0.75	8	2108
123.25	3.25	42	4668
123.25	3.75	42	4668
124.75	5.25	42	4668
125.25	5.25	42	4668
127.75	2.75	42	4668
127.75	2.25	42	4668
125.75	2.25	42	4668
125.25	1.75	42	4668
124.75	1.75	42	4668
123.25	3.25	42	4668
133.75	10.75	62	706
133.75	11.25	62	706
134.25	11.25	62	706
134.75	10.75	62	706
136.25	10.75	62	706
138.25	12.75	62	706
140.75	12.75	62	706
142.25	11.25	62	706
142.25	10.25	62	706
143.25	9.25	62	706
143.25	8.25	62	706
143.75	7.75	62	706
144.75	7.75	62	706
145.25	7.25	62	706
146.75	7.25	62	706
146.75	8.25	62	706
147.75	9.25	62	706
147.75	10.25	62	706
148.25	10.75	62	706
148.75	10.75	62	706
151.75	7.75	62	706
152.25	7.75	62	706
152.25	8.25	62	706
151.75	8.75	62	706
151.75	9.75	62	706
151.25	10.25	62	706
151.25	11.75	62	706
151.75	11.75	62	706
152.75	10.75	62	706
153.25	10.75	62	706
153.75	11.25	62	706
154.25	11.25	62	706
154.25	10.25	62	706
155.75	10.25	62	706
156.25	10.75	62	706
156.25	11.75	62	706
157.25	12.75	62	706
157.25	13.25	62	706
156.75	13.75	62	706
156.75	14.25	62	706
157.25	14.75	62	706
157.25	15.75	62	706
158.75	15.75	62	706
161.75	12.75	62	706
161.75	12.25	62	706
158.75	9.25	62	706
158.75	8.75	62	706
159.75	7.75	62	706
159.75	7.25	62	706
159.25	6.75	62	706
158.75	6.75	62	706
157.75	7.75	62	706
157.25	7.75	62	706
156.75	7.25	62	706
156.25	7.25	62	706
156.25	8.25	62	706
155.25	8.25	62	706
154.75	8.75	62	706
154.25	8.75	62	706
154.25	7.25	62	706
155.25	6.25	62	706
155.25	5.75	62	706
151.75	2.25	62	706
151.25	2.25	62	706
149.75	3.75	62	706
148.25	3.75	62	706
147.75	3.25	62	706
147.25	3.25	62	706
146.75	3.75	62	706
146.25	3.75	62	706
145.75	3.25	62	706
145.25	3.25	62	706
144.75	3.75	62	706
143.75	3.75	62	706
143.25	4.25	62	706
141.25	4.25	62	706
138.75	6.75	62	706
138.75	8.25	62	706
140.25	9.75	62	706
140.25	10.25	62	706
139.75	10.25	62	706
138.75	9.25	62	706
137.25	9.25	62	706
136.75	9.75	62	706
134.75	9.75	62	706
133.75	10.75	62	706
160.25	37.25	50	6239
160.25	37.75	50	6239
161.25	38.75	50	6239
161.75	38.75	50	6239
162.75	37.75	50	6239
162.75	37.25	50	6239
161.75	36.25	50	6239
161.25	36.25	50	6239
160.25	37.25	50	6239
155.25	30.25	55	6706
155.25	30.75	55	6706
156.75	30.75	55	6706
161.25	26.25	55	6706
161.25	25.75	55	6706
160.75	25.75	55	6706
157.25	29.25	55	6706
156.75	29.25	55	6706
156.25	28.75	55	6706
156.25	28.25	55	6706
156.75	27.75	55	6706
157.75	27.75	55	6706
157.75	26.75	55	6706
160.25	24.25	55	6706
161.25	24.25	55	6706
161.25	22.75	55	6706
160.75	22.25	55	6706
160.25	22.25	55	6706
156.25	26.25	55	6706
155.75	26.25	55	6706
155.75	25.75	55	6706
161.75	19.75	55	6706
161.75	19.25	55	6706
161.25	19.25	55	6706
157.25	23.25	55	6706
156.75	23.25	55	6706
156.25	22.75	55	6706
155.75	22.75	55	6706
155.75	23.25	55	6706
156.25	23.75	55	6706
156.25	24.25	55	6706
153.25	27.25	55	6706
153.25	27.75	55	6706
153.75	28.25	55	6706
154.25	28.25	55	6706
154.75	27.75	55	6706
155.25	27.75	55	6706
155.25	28.25	55	6706
154.75	28.75	55	6706
154.75	29.25	55	6706
155.25	29.75	55	6706
155.25	30.25	55	6706
128.75	2.75	2	1382
128.75	3.25	2	1382
135.25	9.75	2	1382
136.75	9.75	2	1382
137.25	9.25	2	1382
138.75	9.25	2	1382
139.75	10.25	2	1382
140.25	10.25	2	1382
140.25	9.75	2	1382
138.75	8.25	2	1382
138.75	6.75	2	1382
141.25	4.25	2	1382
143.25	4.25	2	1382
143.75	3.75	2	1382
144.75	3.75	2	1382
145.25	3.25	2	1382
145.75	3.25	2	1382
146.25	3.75	2	1382
146.75	3.75	2	1382
147.25	3.25	2	1382
147.75	3.25	2	1382
148.25	3.75	2	1382
149.75	3.75	2	1382
151.25	2.25	2	1382
151.75	2.25	2	1382
154.25	4.75	2	1382
154.75	4.75	2	1382
157.75	1.75	2	1382
158.25	1.75	2	1382
160.75	4.25	2	1382
161.25	4.25	2	1382
162.25	3.25	2	1382
162.25	2.75	2	1382
161.75	2.25	2	1382
161.75	1.75	2	1382
162.25	1.75	2	1382
162.75	2.25	2	1382
163.75	2.25	2	1382
164.25	2.75	2	1382
164.25	3.75	2	1382
165.25	4.75	2	1382
167.25	4.75	2	1382
168.25	5.75	2	1382
168.75	5.75	2	1382
168.75	4.75	2	1382
169.25	4.25	2	1382
169.25	3.75	2	1382
168.75	3.75	2	1382
168.25	4.25	2	1382
167.75	4.25	2	1382
167.75	3.75	2	1382
169.25	2.25	2	1382
169.75	2.25	2	1382
171.25	3.75	2	1382
171.75	3.75	2	1382
173.75	1.75	2	1382
174.25	1.75	2	1382
174.75	2.25	2	1382
174.75	2.75	2	1382
173.75	3.75	2	1382
173.75	4.25	2	1382
174.75	5.25	2	1382
175.25	5.25	2	1382
178.25	2.25	2	1382
178.75	2.25	2	1382
184.25	7.75	2	1382
185.75	7.75	2	1382
187.75	5.75	2	1382
187.75	4.75	2	1382
188.25	4.75	2	1382
188.75	5.25	2	1382
189.75	5.25	2	1382
190.25	5.75	2	1382
190.75	5.75	2	1382
191.25	5.25	2	1382
191.25	4.75	2	1382
190.75	4.25	2	1382
190.75	3.75	2	1382
191.25	3.75	2	1382
191.75	4.25	2	1382
192.25	4.25	2	1382
194.25	2.25	2	1382
194.25	1.75	2	1382
193.25	0.75	2	1382
188.75	0.75	2	1382
188.25	1.25	2	1382
188.25	1.75	2	1382
188.75	2.25	2	1382
188.75	2.75	2	1382
188.25	2.75	2	1382
187.75	2.25	2	1382
186.75	2.25	2	1382
185.25	0.75	2	1382
182.25	0.75	2	1382
181.75	0.25	2	1382
181.25	0.25	2	1382
180.75	0.75	2	1382
179.75	0.75	2	1382
179.25	1.25	2	1382
178.75	1.25	2	1382
178.25	0.75	2	1382
177.25	0.75	2	1382
176.25	-0.25	2	1382
174.75	-0.25	2	1382
173.75	0.75	2	1382
168.25	0.75	2	1382
167.25	-0.25	2	1382
164.75	-0.25	2	1382
163.75	0.75	2	1382
161.25	0.75	2	1382
160.25	-0.25	2	1382
159.75	-0.25	2	1382
158.75	0.75	2	1382
156.75	0.75	2	1382
156.25	1.25	2	1382
155.75	1.25	2	1382
155.25	0.75	2	1382
154.75	0.75	2	1382
154.25	1.25	2	1382
153.75	1.25	2	1382
153.25	0.75	2	1382
145.75	0.75	2	1382
143.75	2.75	2	1382
142.75	2.75	2	1382
142.25	3.25	2	1382
141.75	3.25	2	1382
140.25	1.75	2	1382
139.75	1.75	2	1382
139.25	2.25	2	1382
138.75	2.25	2	1382
138.25	1.75	2	1382
137.75	1.75	2	1382
135.25	4.25	2	1382
135.25	4.75	2	1382
136.25	5.75	2	1382
136.25	6.25	2	1382
135.25	6.25	2	1382
134.75	6.75	2	1382
134.25	6.75	2	1382
133.75	6.25	2	1382
132.75	6.25	2	1382
132.75	5.75	2	1382
133.25	5.25	2	1382
133.25	4.75	2	1382
130.25	1.75	2	1382
129.75	1.75	2	1382
128.75	2.75	2	1382
156.75	30.75	54	6705
156.75	31.25	54	6705
157.25	31.75	54	6705
157.75	31.75	54	6705
158.25	31.25	54	6705
159.25	31.25	54	6705
160.25	30.25	54	6705
161.25	30.25	54	6705
161.75	29.75	54	6705
161.75	28.75	54	6705
162.25	28.75	54	6705
162.75	29.25	54	6705
163.25	29.25	54	6705
165.25	27.25	54	6705
165.25	26.25	54	6705
165.75	25.75	54	6705
165.75	24.75	54	6705
166.25	24.25	54	6705
166.25	23.75	54	6705
165.75	23.75	54	6705
165.25	24.25	54	6705
164.75	24.25	54	6705
164.75	23.75	54	6705
166.75	21.75	54	6705
166.75	20.75	54	6705
168.25	19.25	54	6705
168.25	18.75	54	6705
167.75	18.75	54	6705
165.75	20.75	54	6705
165.25	20.75	54	6705
164.75	20.25	54	6705
164.75	18.75	54	6705
166.25	17.25	54	6705
166.25	16.75	54	6705
165.75	16.75	54	6705
163.75	18.75	54	6705
162.75	18.75	54	6705
155.75	25.75	54	6705
155.75	26.25	54	6705
156.25	26.25	54	6705
160.25	22.25	54	6705
160.75	22.25	54	6705
161.25	22.75	54	6705
161.25	24.25	54	6705
160.25	24.25	54	6705
157.75	26.75	54	6705
157.75	27.75	54	6705
156.75	27.75	54	6705
156.25	28.25	54	6705
156.25	28.75	54	6705
156.75	29.25	54	6705
157.25	29.25	54	6705
160.75	25.75	54	6705
161.25	25.75	54	6705
161.25	26.25	54	6705
156.75	30.75	54	6705
158.25	32.25	38	4454
158.25	32.75	38	4454
162.75	37.25	38	4454
163.25	37.25	38	4454
165.75	34.75	38	4454
165.75	33.25	38	4454
165.25	32.75	38	4454
164.25	32.75	38	4454
163.75	32.25	38	4454
163.75	30.75	38	4454
164.75	30.75	38	4454
165.25	30.25	38	4454
166.75	30.25	38	4454
167.25	30.75	38	4454
167.75	30.75	38	4454
167.75	29.75	38	4454
169.75	29.75	38	4454
170.75	28.75	38	4454
171.75	28.75	38	4454
172.25	28.25	38	4454
172.25	27.75	38	4454
170.25	27.75	38	4454
167.75	25.25	38	4454
167.25	25.25	38	4454
167.25	26.25	38	4454
165.25	26.25	38	4454
165.25	27.25	38	4454
163.25	29.25	38	4454
162.75	29.25	38	4454
162.25	28.75	38	4454
161.75	28.75	38	4454
161.75	29.75	38	4454
161.25	30.25	38	4454
160.25	30.25	38	4454
158.25	32.25	38	4454
148.75	17.75	56	6708
148.75	18.25	56	6708
149.25	18.25	56	6708
156.25	11.25	56	6708
156.25	10.75	56	6708
155.75	10.25	56	6708
154.25	10.25	56	6708
154.25	11.25	56	6708
153.25	11.25	56	6708
153.25	12.25	56	6708
150.75	14.75	56	6708
149.75	14.75	56	6708
149.75	15.75	56	6708
148.75	15.75	56	6708
148.75	17.75	56	6708
163.75	31.75	23	3323
163.75	32.25	23	3323
164.25	32.75	23	3323
165.25	32.75	23	3323
165.75	33.25	23	3323
165.75	34.25	23	3323
166.25	34.25	23	3323
171.25	29.25	23	3323
171.25	28.75	23	3323
170.75	28.75	23	3323
169.75	29.75	23	3323
167.75	29.75	23	3323
167.75	30.75	23	3323
167.25	30.75	23	3323
166.75	30.25	23	3323
165.25	30.25	23	3323
164.75	30.75	23	3323
163.75	30.75	23	3323
163.75	31.75	23	3323
176.25	23.25	24	3323
176.25	23.75	24	3323
176.75	23.75	24	3323
177.75	22.75	24	3323
177.75	22.25	24	3323
176.75	21.25	24	3323
176.75	20.75	24	3323
177.25	20.75	24	3323
178.25	21.75	24	3323
178.75	21.75	24	3323
182.75	17.75	24	3323
182.75	17.25	24	3323
180.25	14.75	24	3323
180.25	14.25	24	3323
180.75	13.75	24	3323
180.75	13.25	24	3323
180.25	12.75	24	3323
179.75	12.75	24	3323
179.75	13.75	24	3323
178.75	14.75	24	3323
178.75	15.75	24	3323
178.25	16.25	24	3323
177.25	16.25	24	3323
176.25	17.25	24	3323
176.25	17.75	24	3323
176.75	18.25	24	3323
176.75	19.75	24	3323
176.25	19.75	24	3323
175.25	18.75	24	3323
174.75	18.75	24	3323
173.75	19.75	24	3323
173.75	20.25	24	3323
176.25	22.75	24	3323
176.25	23.25	24	3323
165.75	25.75	7	2004
165.75	26.25	7	2004
167.25	26.25	7	2004
167.25	25.25	7	2004
167.75	25.25	7	2004
170.25	27.75	7	2004
172.75	27.75	7	2004
173.25	27.25	7	2004
173.25	25.75	7	2004
172.75	25.25	7	2004
172.75	23.75	7	2004
174.75	21.75	7	2004
174.75	21.25	7	2004
173.75	20.25	7	2004
173.75	19.75	7	2004
175.25	18.25	7	2004
175.25	17.25	7	2004
175.75	16.75	7	2004
175.75	16.25	7	2004
171.75	12.25	7	2004
171.25	12.25	7	2004
170.25	13.25	7	2004
170.25	13.75	7	2004
171.75	15.25	7	2004
171.75	15.75	7	2004
166.75	20.75	7	2004
166.75	21.75	7	2004
164.75	23.75	7	2004
164.75	24.25	7	2004
165.25	24.25	7	2004
165.75	23.75	7	2004
166.25	23.75	7	2004
166.25	24.25	7	2004
165.75	24.75	7	2004
165.75	25.75	7	2004
160.25	17.25	63	894
160.25	17.75	63	894
161.75	19.25	63	894
162.25	19.25	63	894
162.75	18.75	63	894
163.75	18.75	63	894
165.75	16.75	63	894
166.25	16.75	63	894
166.25	17.25	63	894
164.75	18.75	63	894
164.75	20.25	63	894
165.25	20.75	63	894
165.75	20.75	63	894
167.75	18.75	63	894
168.75	18.75	63	894
171.75	15.75	63	894
171.75	15.25	63	894
170.25	13.75	63	894
170.25	13.25	63	894
171.25	12.25	63	894
171.75	12.25	63	894
175.75	16.25	63	894
175.75	16.75	63	894
175.25	17.25	63	894
175.25	18.75	63	894
176.25	19.75	63	894
176.75	19.75	63	894
176.75	18.25	63	894
176.25	17.75	63	894
176.25	17.25	63	894
177.25	16.25	63	894
178.25	16.25	63	894
178.75	15.75	63	894
178.75	14.75	63	894
179.75	13.75	63	894
179.75	12.25	63	894
177.25	9.75	63	894
176.75	9.75	63	894
174.25	12.25	63	894
173.75	12.25	63	894
172.75	11.25	63	894
172.75	10.75	63	894
174.25	9.25	63	894
175.25	9.25	63	894
175.75	8.75	63	894
175.75	8.25	63	894
172.25	4.75	63	894
171.75	4.75	63	894
163.25	13.25	63	894
163.25	14.25	63	894
161.25	16.25	63	894
161.25	17.25	63	894
160.25	17.25	63	894
154.25	8.25	20	3051
154.25	8.75	20	3051
154.75	8.75	20	3051
155.25	8.25	20	3051
156.25	8.25	20	3051
156.25	7.25	20	3051
156.75	7.25	20	3051
157.25	7.75	20	3051
157.75	7.75	20	3051
158.75	6.75	20	3051
159.25	6.75	20	3051
159.75	7.25	20	3051
159.75	7.75	20	3051
158.75	8.75	20	3051
158.75	9.25	20	3051
162.25	12.75	20	3051
162.75	12.75	20	3051
171.25	4.25	20	3051
171.25	3.75	20	3051
169.75	2.25	20	3051
169.25	2.25	20	3051
167.75	3.75	20	3051
167.75	4.25	20	3051
168.25	4.25	20	3051
168.75	3.75	20	3051
169.25	3.75	20	3051
169.25	4.25	20	3051
168.75	4.75	20	3051
168.75	5.75	20	3051
168.25	5.75	20	3051
167.25	4.75	20	3051
165.25	4.75	20	3051
164.25	3.75	20	3051
164.25	2.75	20	3051
163.75	2.25	20	3051
162.75	2.25	20	3051
162.25	1.75	20	3051
161.75	1.75	20	3051
161.75	2.25	20	3051
162.25	2.75	20	3051
162.25	3.25	20	3051
161.25	4.25	20	3051
160.75	4.25	20	3051
158.25	1.75	20	3051
157.75	1.75	20	3051
154.75	4.75	20	3051
154.75	5.25	20	3051
155.25	5.75	20	3051
155.25	6.25	20	3051
154.25	7.25	20	3051
154.25	8.25	20	3051
173.25	26.25	34	3984
173.25	26.75	34	3984
173.75	26.75	34	3984
176.25	24.25	34	3984
176.25	22.75	34	3984
175.25	21.75	34	3984
174.75	21.75	34	3984
172.75	23.75	34	3984
172.75	25.25	34	3984
173.25	25.75	34	3984
173.25	26.25	34	3984
176.75	20.75	14	2792
176.75	21.25	14	2792
177.75	22.25	14	2792
178.25	22.25	14	2792
178.25	21.75	14	2792
177.25	20.75	14	2792
176.75	20.75	14	2792
180.25	14.25	15	2792
180.25	14.75	15	2792
182.75	17.25	15	2792
183.25	17.25	15	2792
183.75	16.75	15	2792
183.75	16.25	15	2792
181.25	13.75	15	2792
180.75	13.75	15	2792
180.25	14.25	15	2792
160.75	-0.25	60	7024
160.75	0.25	60	7024
161.25	0.75	60	7024
163.75	0.75	60	7024
164.25	0.25	60	7024
164.25	-0.25	60	7024
160.75	-0.25	60	7024
172.75	10.75	40	4647
172.75	11.25	40	4647
173.75	12.25	40	4647
174.25	12.25	40	4647
176.75	9.75	40	4647
177.25	9.75	40	4647
180.25	12.75	40	4647
180.75	12.75	40	4647
181.25	12.25	40	4647
182.25	12.25	40	4647
183.25	11.25	40	4647
183.75	11.25	40	4647
184.25	11.75	40	4647
184.75	11.75	40	4647
185.25	11.25	40	4647
185.25	10.75	40	4647
184.25	9.75	40	4647
184.25	8.75	40	4647
178.25	2.75	40	4647
177.75	2.75	40	4647
175.25	5.25	40	4647
174.75	5.25	40	4647
173.75	4.25	40	4647
173.75	3.75	40	4647
174.75	2.75	40	4647
174.75	2.25	40	4647
174.25	1.75	40	4647
173.75	1.75	40	4647
171.75	3.75	40	4647
171.75	4.25	40	4647
175.75	8.25	40	4647
175.75	8.75	40	4647
175.25	9.25	40	4647
174.25	9.25	40	4647
172.75	10.75	40	4647
167.75	-0.25	61	7026
167.75	0.25	61	7026
168.25	0.75	61	7026
173.75	0.75	61	7026
174.25	0.25	61	7026
174.25	-0.25	61	7026
167.75	-0.25	61	7026
180.75	12.75	12	2549
180.75	13.25	12	2549
183.25	15.75	12	2549
183.75	15.75	12	2549
183.75	14.75	12	2549
184.75	14.75	12	2549
185.75	13.75	12	2549
186.75	13.75	12	2549
187.25	13.25	12	2549
187.25	11.75	12	2549
185.25	9.75	12	2549
185.25	9.25	12	2549
185.75	9.25	12	2549
186.25	9.75	12	2549
187.25	9.75	12	2549
188.75	11.25	12	2549
189.25	11.25	12	2549
191.25	9.25	12	2549
191.25	8.25	12	2549
191.75	7.75	12	2549
192.75	7.75	12	2549
193.25	7.25	12	2549
193.25	6.75	12	2549
191.25	6.75	12	2549
191.25	5.75	12	2549
190.25	5.75	12	2549
189.75	5.25	12	2549
188.75	5.25	12	2549
188.25	4.75	12	2549
187.75	4.75	12	2549
187.75	5.75	12	2549
185.75	7.75	12	2549
184.25	7.75	12	2549
178.75	2.25	12	2549
178.25	2.25	12	2549
178.25	2.75	12	2549
184.25	8.75	12	2549
184.25	9.75	12	2549
185.25	10.75	12	2549
185.25	11.25	12	2549
184.75	11.75	12	2549
184.25	11.75	12	2549
183.75	11.25	12	2549
183.25	11.25	12	2549
182.25	12.25	12	2549
181.25	12.25	12	2549
180.75	12.75	12	2549
183.75	15.75	44	5238
183.75	16.25	44	5238
184.25	16.25	44	5238
186.25	14.25	44	5238
186.25	13.75	44	5238
185.75	13.75	44	5238
184.75	14.75	44	5238
183.75	14.75	44	5238
183.75	15.75	44	5238
187.25	12.25	21	3171
187.25	12.75	21	3171
187.75	12.75	21	3171
188.25	12.25	21	3171
188.25	11.75	21	3171
187.75	11.25	21	3171
187.25	11.25	21	3171
187.25	12.25	21	3171
185.25	9.25	30	3932
185.25	9.75	30	3932
186.75	11.25	30	3932
187.75	11.25	30	3932
188.25	11.75	30	3932
188.75	11.75	30	3932
188.75	11.25	30	3932
187.25	9.75	30	3932
186.25	9.75	30	3932
185.75	9.25	30	3932
185.25	9.25	30	3932
191.25	8.25	31	3932
191.25	8.75	31	3932
191.75	8.75	31	3932
192.25	8.25	31	3932
192.25	7.75	31	3932
191.75	7.75	31	3932
191.25	8.25	31	3932
192.75	5.75	32	3932
192.75	6.25	32	3932
193.25	6.75	32	3932
193.75	6.75	32	3932
193.75	6.25	32	3932
193.25	5.75	32	3932
192.75	5.75	32	3932
176.75	-0.25	46	5908
176.75	0.25	46	5908
177.25	0.75	46	5908
178.25	0.75	46	5908
178.75	1.25	46	5908
179.25	1.25	46	5908
179.75	0.75	46	5908
180.75	0.75	46	5908
181.25	0.25	46	5908
181.25	-0.25	46	5908
176.75	-0.25	46	5908
181.75	-0.25	10	2194
181.75	0.25	10	2194
182.25	0.75	10	2194
185.25	0.75	10	2194
186.75	2.25	10	2194
187.75	2.25	10	2194
188.25	2.75	10	2194
188.75	2.75	10	2194
188.75	2.25	10	2194
188.25	1.75	10	2194
188.25	0.75	10	2194
187.25	-0.25	10	2194
181.75	-0.25	10	2194
191.25	6.25	29	3847
191.25	6.75	29	3847
192.75	6.75	29	3847
192.75	5.75	29	3847
193.25	5.75	29	3847
193.75	6.25	29	3847
194.25	6.25	29	3847
196.25	4.25	29	3847
196.25	3.75	29	3847
194.75	2.25	29	3847
194.25	2.25	29	3847
192.25	4.25	29	3847
191.75	4.25	29	3847
191.25	3.75	29	3847
190.75	3.75	29	3847
190.75	4.25	29	3847
191.25	4.75	29	3847
191.25	6.25	29	3847
187.75	-0.25	36	4341
187.75	0.25	36	4341
188.25	0.75	36	4341
193.25	0.75	36	4341
194.25	1.75	36	4341
194.75	1.75	36	4341
195.75	0.75	36	4341
199.75	0.75	36	4341
200.25	0.25	36	4341
200.25	-0.25	36	4341
187.75	-0.25	36	4341
194.75	1.75	47	6002
194.75	2.25	47	6002
196.25	3.75	47	6002
196.75	3.75	47	6002
198.25	2.25	47	6002
198.25	1.75	47	6002
197.25	0.75	47	6002
195.75	0.75	47	6002
194.75	1.75	47	6002
197.75	0.75	59	6857
197.75	1.25	59	6857
198.25	1.75	59	6857
198.75	1.75	59	6857
199.25	1.25	59	6857
199.25	0.75	59	6857
197.75	0.75	59	6857
